"","adsh","cik","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","Quarter_Year"
"387","0000950170-23-007003",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2023-02-28,NA,"",2023-03-09,2023-03-09 16:06:00,0,0,"aout-20230309_htm.xml",1,"","Q1_2023"
"388","0000950170-23-007008",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2023-02-28,NA,"",2023-03-09,2023-03-09 16:06:00,0,0,"aout-20230309_htm.xml",1,"","Q1_2023"
"389","0000950170-23-007041",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"10-Q",2023-01-31,2023,"Q3",2023-03-09,2023-03-09 16:17:00,0,1,"aout-20230131_htm.xml",1,"","Q1_2023"
"390","0001193125-23-061990",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-02-28,NA,"",2023-03-07,2023-03-07 06:06:00,0,0,"d343204d8k_htm.xml",1,"","Q1_2023"
"391","0000950157-23-000210",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2023-02-28,NA,"",2023-03-03,2023-03-03 16:16:00,0,0,"form8-k_htm.xml",1,"","Q1_2023"
"392","0001140361-23-009909",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2023-02-28,NA,"",2023-03-03,2023-03-03 09:00:00,0,0,"brhc10049167_8k_htm.xml",1,"","Q1_2023"
"393","0001171843-23-001337",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2023-02-28,NA,"",2023-03-02,2023-03-02 07:01:00,0,0,"f8k_030123_htm.xml",1,"","Q1_2023"
"394","0001817358-23-000031",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2023-02-28,NA,"",2023-03-02,2023-03-02 16:55:00,0,0,"aso-20230302_htm.xml",1,"","Q1_2023"
"395","0001564590-23-002740",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",1,1231,"10-K",2022-12-31,2022,"FY",2023-02-28,2023-02-28 16:19:00,0,1,"skx-10k_20221231_htm.xml",1,"","Q4_2022"
"396","0001193125-23-050782",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-02-28,NA,"",2023-02-27,2023-02-27 16:16:00,0,0,"d457009d8k_htm.xml",1,"","Q1_2023"
"397","0001050797-23-000047",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",1,1231,"10-K",2022-12-31,2022,"FY",2023-02-23,2023-02-23 16:17:00,0,1,"colm-20221231_htm.xml",1,"","Q4_2022"
"398","0001616318-23-000017",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2023-02-28,NA,"",2023-02-21,2023-02-21 17:13:00,0,0,"vsto-20230221_htm.xml",1,"","Q1_2023"
"399","0001616318-23-000012",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K/A",2023-02-28,NA,"",2023-02-17,2023-02-17 16:36:00,0,0,"vsto-20230217_htm.xml",1,"","Q1_2023"
"400","0001193125-23-039847",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-15,2023-02-15 09:30:00,0,0,"d439271d8k_htm.xml",1,"","Q1_2023"
"401","0001193125-23-031373",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-10,2023-02-10 07:54:00,0,0,"d438262d8k_htm.xml",1,"","Q1_2023"
"402","0001193125-23-032493",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-10,2023-02-10 15:58:00,0,0,"d462675d8k_htm.xml",1,"","Q1_2023"
"403","0001359841-23-000011",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",1,1231,"10-K",2022-12-31,2022,"FY",2023-02-08,2023-02-07 20:32:00,0,1,"hbi-20221231_htm.xml",1,"","Q4_2022"
"404","0001193125-23-024963",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-06,2023-02-06 09:02:00,0,0,"d432784d8k_htm.xml",1,"","Q1_2023"
"405","0001140361-23-004374",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"10-Q",2022-12-31,2023,"Q1",2023-02-03,2023-02-03 12:13:00,0,1,"jout-20221230_htm.xml",1,"","Q4_2022"
"406","0001171843-23-000658",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2023-01-31,NA,"",2023-02-03,2023-02-03 08:00:00,0,0,"f8k_020223_htm.xml",1,"","Q1_2023"
"407","0001616318-23-000009",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"10-Q",2022-12-31,2023,"Q3",2023-02-03,2023-02-03 16:05:00,0,1,"vsto-20221225_htm.xml",1,"","Q4_2022"
"408","0000950157-23-000069",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2023-01-31,NA,"",2023-02-02,2023-02-02 07:00:00,1,0,"form8-k_htm.xml",1,"","Q1_2023"
"409","0000950157-23-000070",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2023-01-31,NA,"",2023-02-02,2023-02-02 07:02:00,1,0,"form8-k_htm.xml",1,"","Q1_2023"
"410","0001050797-23-000020",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-02,2023-02-02 16:06:00,0,0,"colm-20230202_htm.xml",1,"","Q1_2023"
"411","0001359841-23-000005",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-02,2023-02-02 07:10:00,0,0,"hbi-20230202_htm.xml",1,"","Q1_2023"
"412","0001564590-23-001398",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-02,2023-02-02 16:16:00,0,0,"skx-8k_20230202_htm.xml",1,"","Q1_2023"
"413","0000950170-23-001521",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2023-01-31,NA,"",2023-02-01,2023-02-01 06:15:00,0,0,"aout-20230131_htm.xml",1,"","Q1_2023"
"414","0001050797-23-000017",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-01,2023-02-01 17:18:00,0,0,"colm-20230127_htm.xml",1,"","Q1_2023"
"415","0001193125-23-015249",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K/A",2022-12-31,NA,"",2023-01-25,2023-01-25 17:10:00,0,0,"d437864d8ka_htm.xml",1,"","Q4_2022"
"416","0001193125-23-007276",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-12-31,NA,"",2023-01-12,2023-01-12 16:54:00,1,0,"d449259d8k_htm.xml",1,"","Q4_2022"
"417","0001616318-23-000002",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-12-31,NA,"",2023-01-06,2023-01-06 16:04:00,1,0,"vsto-20230105_htm.xml",1,"","Q4_2022"
"418","0001817358-23-000123",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2023-05-31,NA,"",2023-06-01,2023-06-01 16:46:00,0,0,"aso-20230601_htm.xml",1,"","Q2_2023"
"419","0001817358-23-000151",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2023-05-31,NA,"",2023-06-06,2023-06-06 08:07:00,0,0,"aso-20230606_htm.xml",1,"","Q2_2023"
"420","0001817358-23-000153",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"10-Q",2023-04-30,2023,"Q1",2023-06-06,2023-06-06 16:14:00,0,1,"aso-20230429_htm.xml",1,"","Q2_2023"
"421","0001050797-23-000126",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2023-05-31,NA,"",2023-06-13,2023-06-12 17:39:00,0,0,"colm-20230608_htm.xml",1,"","Q2_2023"
"422","0000950170-23-028586",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2023-05-31,NA,"",2023-06-16,2023-06-16 15:59:00,0,0,"skx-20230612_htm.xml",1,"","Q2_2023"
"423","0001817358-23-000169",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2023-06-30,NA,"",2023-06-27,2023-06-27 16:31:00,0,0,"aso-20230621_htm.xml",1,"","Q2_2023"
"424","0000950170-23-030378",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2023-06-30,NA,"",2023-06-28,2023-06-28 16:06:00,0,0,"aout-20230628_htm.xml",1,"","Q2_2023"
"425","0000950170-23-030380",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2023-06-30,NA,"",2023-06-28,2023-06-28 16:06:00,0,0,"aout-20230628_htm.xml",1,"","Q2_2023"
"426","0000950170-23-030394",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"10-K",2023-04-30,2023,"FY",2023-06-28,2023-06-28 16:16:00,0,1,"aout-20230430_htm.xml",1,"","Q2_2023"
"427","0000950170-23-024527",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2023-03-31,NA,"",2023-05-26,2023-05-26 16:21:00,0,0,"aout-20230324_htm.xml",1,"","Q1_2023"
"428","0001171843-23-003555",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2023-05-31,NA,"",2023-05-25,2023-05-25 08:13:00,0,0,"f8k_052423_htm.xml",1,"","Q2_2023"
"429","0001616318-23-000091",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",1,331,"10-K",2023-03-31,2022,"FY",2023-05-25,2023-05-25 16:01:00,0,1,"vsto-20230331_htm.xml",1,"","Q1_2023"
"430","0001140361-23-026172",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2023-05-31,NA,"",2023-05-23,2023-05-23 10:00:00,0,0,"brhc20053116_8k_htm.xml",1,"","Q2_2023"
"431","0001690511-23-000007",1690511,"CANADA GOOSE HOLDINGS INC.",2300,"CA","ON","TORONTO","M6E 4Y2","250 BOWIE AVENUE","","416-780-9850","CA","ON","TORONTO","M6E 4Y2","250 BOWIE AVENUE","","CA","BC",0,"CANADA GOOSE HOLDINGS, INC.",20161118,"1-LAF",1,331,"20-F",2023-03-31,2022,"FY",2023-05-18,2023-05-18 08:00:00,0,1,"goos-20230402_htm.xml",1,"","Q1_2023"
"432","0001140361-23-023131",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"10-Q",2023-03-31,2023,"Q2",2023-05-05,2023-05-05 12:50:00,0,1,"jout-20230331_htm.xml",1,"","Q1_2023"
"433","0001171843-23-002917",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2023-04-30,NA,"",2023-05-05,2023-05-05 06:00:00,0,0,"f8k_050423_htm.xml",1,"","Q2_2023"
"434","0001564590-23-007046",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"10-Q",2023-03-31,2023,"Q1",2023-05-05,2023-05-05 16:16:00,0,1,"skx-10q_20230331_htm.xml",1,"","Q1_2023"
"435","0001616318-23-000082",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K/A",2023-01-31,NA,"",2023-05-05,2023-05-05 16:04:00,0,0,"vsto-20230202_htm.xml",1,"","Q1_2023"
"436","0001050797-23-000098",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"10-Q",2023-03-31,2023,"Q1",2023-05-04,2023-05-04 16:07:00,0,1,"colm-20230331_htm.xml",1,"","Q1_2023"
"437","0001359841-23-000022",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-04-30,NA,"",2023-05-03,2023-05-03 07:03:00,0,0,"hbi-20230503_htm.xml",1,"","Q2_2023"
"438","0001359841-23-000025",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"10-Q",2023-03-31,2023,"Q1",2023-05-03,2023-05-03 17:03:00,0,1,"hbi-20230401_htm.xml",1,"","Q1_2023"
"439","0001628280-23-015255",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2023-04-30,NA,"",2023-05-03,2023-05-03 16:44:00,1,0,"vsto-20230503_htm.xml",1,"","Q2_2023"
"440","0001050797-23-000075",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2023-04-30,NA,"",2023-04-27,2023-04-27 16:06:00,0,0,"colm-20230427_htm.xml",1,"","Q2_2023"
"441","0001193125-23-122455",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-04-30,NA,"",2023-04-27,2023-04-27 16:47:00,0,0,"d473966d8k_htm.xml",1,"","Q2_2023"
"442","0001564590-23-006470",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2023-04-30,NA,"",2023-04-27,2023-04-27 16:16:00,0,0,"skx-8k_20230427_htm.xml",1,"","Q2_2023"
"443","0001628280-23-013622",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2023-04-30,NA,"",2023-04-27,2023-04-27 16:47:00,1,0,"vsto-20230423_htm.xml",1,"","Q2_2023"
"444","0001817358-23-000087",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2023-04-30,NA,"",2023-04-27,2023-04-27 09:17:00,0,0,"aso-20230426_htm.xml",1,"","Q2_2023"
"445","0000950170-23-013216",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2023-04-30,NA,"",2023-04-18,2023-04-18 11:58:00,0,0,"aout-20230418_htm.xml",1,"","Q2_2023"
"446","0001140361-23-016093",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2023-03-31,NA,"",2023-04-04,2023-04-04 12:07:00,0,0,"brhc10050751_8k_htm.xml",1,"","Q1_2023"
"447","0001616318-23-000050",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2023-03-31,NA,"",2023-04-03,2023-04-03 16:01:00,1,0,"vsto-20230331_htm.xml",1,"","Q1_2023"
